PRHUNT,ZOHUNT,AOU,YEAR,A-F,A-M,A-NA,A-U,I-F,I-M,I-NA,I-U,NA-M,NA-NA,NA-U,U-F,U-M,U-NA,U-U
AB,2,1320,1999,93,155,0,0,120,171,0,0,0,0,0,1,2,0,4
AB,2,1320,2000,66,179,0,1,88,114,0,0,0,0,0,1,1,0,3
AB,2,1320,2001,50,148,0,3,128,190,0,0,0,0,0,0,2,0,1
AB,2,1320,2002,46,85,0,3,83,126,0,5,0,0,0,0,1,0,1
AB,2,1320,2003,30,102,0,0,100,145,0,2,0,0,0,0,0,0,2
AB,2,1320,2004,29,106,0,0,103,117,0,3,0,0,0,0,0,0,1
AB,2,1320,2005,14,50,0,0,66,93,0,1,0,0,0,1,1,0,1
AB,2,1320,2006,24,52,0,0,74,95,0,0,0,0,0,0,0,0,1
AB,2,1320,2007,46,120,0,1,108,172,0,0,0,0,0,1,0,0,2
AB,2,1320,2008,43,146,0,1,110,139,0,3,0,1,0,0,0,0,0
AB,2,1320,2009,21,26,0,1,53,59,0,2,0,0,0,0,0,0,1
AB,2,1320,2010,10,37,0,0,42,68,0,3,0,0,0,0,0,0,0
AB,2,1320,2011,13,56,0,0,67,121,0,3,0,0,0,0,0,0,1
AB,2,1320,2012,20,65,0,0,49,70,0,1,0,0,0,0,0,0,2
AB,2,1320,2013,16,66,0,0,54,86,0,3,0,0,0,0,1,0,2
AB,2,1320,2014,10,32,0,0,63,87,0,0,0,0,0,0,0,0,0
AB,2,1320,2015,18,24,0,0,66,81,0,0,0,0,0,0,0,0,0
AB,2,1320,2016,8,40,0,0,56,63,0,1,0,0,0,0,0,0,2
AB,2,1320,2017,23,71,0,0,41,44,0,0,0,0,0,1,1,0,4
AB,2,1320,2018,7,32,0,0,43,53,0,0,0,0,0,0,0,0,1
AB,2,1320,2019,11,62,0,0,36,76,0,0,0,0,0,0,0,0,3
AB,2,1320,2020,10,32,0,0,35,70,0,0,0,0,0,0,0,0,1
AB,2,1320,2021,9,38,0,0,35,59,0,0,0,0,0,0,0,0,0
AB,2,1320,2022,14,60,0,0,25,55,0,0,0,0,0,0,0,0,0
AB,2,1320,2023,9,78,0,0,38,57,0,0,0,0,0,0,0,0,14
AB,2,1320,2024,7,6,0,0,21,26,0,0,0,0,0,0,0,0,0
AB,2,1321,1976,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
AB,2,1321,1984,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
AB,2,1321,1987,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AB,2,1321,1988,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AB,2,1321,1993,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AB,2,1321,1994,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
AB,2,1321,1995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AB,2,1321,1996,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AB,2,1321,1997,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
AB,2,1321,1998,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AB,2,1321,2002,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AB,2,1321,2022,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
AB,2,1330,1984,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AB,2,1330,1986,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
AB,2,1330,1990,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AB,2,1330,1991,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
AB,2,1330,1997,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
AB,2,1330,2002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AB,2,1350,1976,12,28,0,0,65,47,0,1,0,0,0,1,1,0,9
AB,2,1350,1977,8,47,0,0,20,30,0,0,0,0,0,0,0,0,18
AB,2,1350,1978,5,12,0,0,29,19,0,0,0,0,0,0,0,0,7
AB,2,1350,1979,4,17,0,0,18,19,0,0,0,0,0,0,1,0,14
AB,2,1350,1980,11,28,0,0,27,23,0,0,0,0,0,0,0,0,11
AB,2,1350,1981,2,16,0,0,0,23,0,0,0,0,0,0,0,0,3
AB,2,1350,1982,5,4,0,0,0,9,0,0,0,0,0,0,0,0,8
AB,2,1350,1983,5,14,0,0,10,14,0,0,0,0,0,0,0,0,1
AB,2,1350,1984,2,4,0,0,5,15,0,0,0,0,0,0,0,0,1
AB,2,1350,1985,9,7,0,0,21,9,0,0,0,0,0,0,0,0,0
AB,2,1350,1986,8,31,0,0,20,8,0,0,0,0,0,0,0,0,0
AB,2,1350,1987,23,18,0,0,26,15,0,0,0,0,0,0,0,0,1
AB,2,1350,1988,4,6,0,0,3,1,0,0,0,0,0,0,0,0,0
AB,2,1350,1989,11,6,0,0,19,15,0,0,0,0,0,0,0,0,1
AB,2,1350,1990,4,9,0,0,16,14,0,0,0,0,0,0,0,0,0
AB,2,1350,1991,3,8,0,0,10,8,0,1,0,0,0,0,0,0,1
AB,2,1350,1992,5,8,0,0,7,8,0,0,0,0,0,0,0,0,0
AB,2,1350,1993,4,8,0,0,5,7,0,0,0,0,0,0,0,0,0
AB,2,1350,1994,6,11,0,0,16,9,0,0,0,0,0,0,0,0,2
AB,2,1350,1995,1,4,0,0,7,8,0,0,0,0,0,0,0,0,0
AB,2,1350,1996,3,20,0,0,36,40,0,1,0,0,0,1,0,0,0
AB,2,1350,1997,12,20,0,0,43,24,0,0,0,0,0,0,1,0,0
AB,2,1350,1998,10,23,0,0,15,20,0,0,0,0,0,0,0,0,0
AB,2,1350,1999,6,14,0,0,22,11,0,0,0,0,0,0,0,0,1
AB,2,1350,2000,9,18,0,0,14,19,0,0,0,0,0,0,0,0,0
AB,2,1350,2001,4,13,0,0,10,11,0,0,0,0,0,0,0,0,0
AB,2,1350,2002,2,5,0,0,7,5,0,0,0,0,0,0,0,0,0
AB,2,1350,2003,3,11,0,0,19,19,0,0,0,0,0,1,0,0,0
AB,2,1350,2004,2,25,0,0,11,16,0,0,0,0,0,1,0,0,0
AB,2,1350,2005,1,13,0,0,12,20,0,0,0,0,0,0,0,0,0
AB,2,1350,2006,2,8,0,0,1,9,0,0,0,0,0,0,0,0,1
AB,2,1350,2007,8,13,0,0,16,26,0,0,0,0,0,0,0,0,0
AB,2,1350,2008,5,16,0,0,14,14,0,0,0,0,0,0,0,0,0
AB,2,1350,2009,2,11,0,0,1,4,0,0,0,0,0,0,0,0,0
AB,2,1350,2010,4,16,0,0,6,4,0,0,0,0,0,0,0,0,0
AB,2,1350,2011,1,3,0,0,2,4,0,0,0,0,0,0,0,0,0
AB,2,1350,2012,0,7,0,0,5,4,0,0,0,0,0,0,0,0,1
AB,2,1350,2013,2,3,0,0,6,7,0,0,0,0,0,1,0,0,1
AB,2,1350,2014,0,2,0,0,3,7,0,0,0,0,0,0,0,0,0
AB,2,1350,2015,3,5,0,0,15,16,0,0,0,0,0,0,0,0,0
AB,2,1350,2016,1,15,0,0,14,15,0,1,0,0,0,0,0,0,1
AB,2,1350,2017,5,9,0,0,8,11,0,0,0,0,0,0,0,0,3
AB,2,1350,2018,2,0,0,0,5,8,0,0,0,0,0,0,0,0,0
AB,2,1350,2019,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
AB,2,1350,2020,5,12,0,0,5,6,0,0,0,0,0,0,0,0,0
AB,2,1350,2021,4,21,0,0,8,8,0,0,0,0,0,0,0,0,1
AB,2,1350,2022,10,16,0,0,8,12,0,0,0,0,0,0,0,0,0
AB,2,1350,2023,5,15,0,0,8,7,0,0,0,0,0,0,0,0,0
AB,2,1350,2024,2,1,0,0,1,2,0,0,0,0,0,0,0,0,0
AB,2,1360,2000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AB,2,1370,1976,6,9,0,0,37,36,0,0,0,0,0,1,0,0,5
AB,2,1370,1977,9,14,0,0,40,43,0,0,0,0,0,0,0,0,44
AB,2,1370,1978,5,8,0,0,20,25,0,0,0,0,0,0,0,0,5
AB,2,1370,1979,4,6,0,0,20,17,0,0,0,0,0,0,0,0,10
AB,2,1370,1980,0,5,0,0,14,15,0,0,0,0,0,0,0,0,5
AB,2,1370,1981,2,5,0,1,11,18,0,0,0,0,0,0,0,0,5
AB,2,1370,1982,0,1,0,0,8,7,0,0,0,0,0,0,0,0,6
AB,2,1370,1983,2,4,0,0,11,12,0,0,0,0,0,1,0,0,0
AB,2,1370,1984,0,2,0,0,10,8,0,0,0,0,0,1,0,0,0
AB,2,1370,1985,0,0,0,0,12,15,0,0,0,0,0,0,0,0,0
AB,2,1370,1986,1,5,0,0,14,23,0,0,0,0,0,1,0,0,0
AB,2,1370,1987,3,2,0,0,9,13,0,0,0,0,0,1,0,0,1
AB,2,1370,1988,2,1,0,0,2,6,0,0,0,0,0,0,0,0,0
AB,2,1370,1989,4,0,0,0,7,15,0,0,0,0,0,0,0,0,0
AB,2,1370,1990,2,2,0,0,1,7,0,0,0,0,0,0,0,0,0
AB,2,1370,1991,1,3,0,0,0,4,0,0,0,0,0,0,0,0,1
AB,2,1370,1992,3,2,0,0,12,13,0,0,0,0,0,0,0,0,1
AB,2,1370,1993,0,7,0,0,5,9,0,0,0,0,0,0,0,0,0
AB,2,1370,1994,2,2,0,0,6,3,0,0,0,0,0,0,0,0,0
AB,2,1370,1995,1,0,0,0,2,5,0,0,0,0,0,0,0,0,0
AB,2,1370,1996,4,6,0,0,13,20,0,0,0,0,0,0,0,0,0
AB,2,1370,1997,7,4,0,0,9,9,0,0,0,0,0,0,0,0,0
AB,2,1370,1998,2,2,0,0,6,6,0,0,0,0,0,0,0,0,3
AB,2,1370,1999,4,6,0,0,9,13,0,0,0,0,0,0,0,0,0
AB,2,1370,2000,7,7,0,0,6,9,0,0,0,0,0,0,0,0,0
AB,2,1370,2001,5,8,0,0,7,11,0,0,0,0,0,0,0,0,0
AB,2,1370,2002,3,1,0,0,8,9,0,0,0,0,0,0,0,0,0
AB,2,1370,2003,4,8,0,0,11,7,0,0,0,0,0,0,0,0,0
AB,2,1370,2004,10,6,0,0,15,14,0,0,0,0,0,0,0,0,0
AB,2,1370,2005,2,3,0,0,7,10,0,0,0,0,0,0,0,0,0
AB,2,1370,2006,2,2,0,0,7,6,0,0,0,0,0,0,0,0,0
AB,2,1370,2007,2,2,0,0,13,8,0,0,0,0,0,0,0,0,0
AB,2,1370,2008,5,5,0,0,1,6,0,0,0,0,0,0,0,0,0
AB,2,1370,2009,5,7,0,0,2,12,0,0,0,0,0,0,0,0,0
AB,2,1370,2010,0,3,0,0,2,4,0,0,0,0,0,0,0,0,0
AB,2,1370,2011,0,5,0,0,5,5,0,0,0,0,0,0,0,0,0
AB,2,1370,2012,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0
AB,2,1370,2013,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0
AB,2,1370,2014,1,1,0,0,5,4,0,0,0,0,0,0,0,0,0
AB,2,1370,2015,2,3,0,0,2,5,0,0,0,0,0,0,0,0,0
AB,2,1370,2016,3,12,0,0,6,16,0,0,0,0,0,0,0,0,0
AB,2,1370,2017,1,5,0,0,9,10,0,1,0,0,0,0,0,0,0
AB,2,1370,2018,2,6,0,0,1,5,0,0,0,0,0,0,0,0,0
AB,2,1370,2019,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0
AB,2,1370,2020,3,4,0,0,2,6,0,0,0,0,0,0,0,0,0
AB,2,1370,2021,1,5,0,0,12,7,0,0,0,0,0,0,0,0,0
AB,2,1370,2022,3,8,0,0,8,9,0,0,0,0,0,0,0,0,0
AB,2,1370,2023,0,4,0,0,5,7,0,0,0,0,0,0,0,0,0
AB,2,1370,2024,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0
AB,2,1390,1976,4,0,0,0,15,28,0,2,0,0,0,0,0,0,9
AB,2,1390,1977,8,2,0,0,38,18,0,1,0,0,0,1,0,0,16
AB,2,1390,1978,3,1,0,0,15,14,0,0,0,0,0,0,0,0,6
AB,2,1390,1979,5,1,0,0,26,18,0,0,0,0,0,0,0,0,5
AB,2,1390,1980,1,0,0,0,6,6,0,0,0,0,0,1,1,0,3
AB,2,1390,1981,3,1,0,0,7,3,0,0,0,0,0,1,0,0,5
AB,2,1390,1982,3,2,0,0,2,3,0,0,0,0,0,0,0,0,2
AB,2,1390,1983,3,0,0,0,8,6,0,0,0,0,0,0,0,0,0
AB,2,1390,1984,2,0,0,0,2,3,0,0,0,0,0,1,0,0,1
AB,2,1390,1985,4,2,0,0,8,13,0,1,0,0,0,1,0,0,1
AB,2,1390,1986,7,0,0,0,8,10,0,2,0,0,0,0,0,0,1
AB,2,1390,1987,9,1,0,0,12,7,0,0,0,0,0,1,1,0,0
AB,2,1390,1988,0,1,0,0,3,2,0,0,0,0,0,0,0,0,0
AB,2,1390,1989,2,0,0,0,11,10,0,1,0,0,0,0,0,0,0
AB,2,1390,1990,3,0,0,0,9,4,0,0,0,0,0,0,0,0,0
AB,2,1390,1991,4,1,0,0,8,1,0,0,0,0,0,0,0,0,0
AB,2,1390,1992,3,1,0,0,12,11,0,0,0,0,0,0,0,0,0
AB,2,1390,1993,4,0,0,0,8,10,0,0,0,0,0,0,0,0,0
AB,2,1390,1994,1,0,0,0,9,3,0,0,0,0,0,1,0,0,0
AB,2,1390,1995,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0
AB,2,1390,1996,1,2,0,0,12,7,0,0,0,0,0,0,0,0,1
AB,2,1390,1997,5,1,0,0,13,9,0,4,0,0,0,0,0,0,0
AB,2,1390,1998,1,0,0,0,13,7,0,0,0,0,0,0,0,0,0
AB,2,1390,1999,2,1,0,0,4,7,0,0,0,0,0,0,0,0,0
AB,2,1390,2000,1,1,0,0,4,5,0,0,0,0,0,0,0,0,0
AB,2,1390,2001,1,1,0,0,8,3,0,0,0,0,0,0,0,0,0
AB,2,1390,2002,1,2,0,0,11,8,0,0,0,0,0,0,0,0,0
AB,2,1390,2003,2,1,0,0,7,10,0,0,0,0,0,0,0,0,0
AB,2,1390,2004,3,3,0,0,8,8,0,0,0,0,0,2,0,0,2
AB,2,1390,2005,0,0,0,0,7,12,0,0,0,0,0,0,0,0,0
AB,2,1390,2006,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0
AB,2,1390,2007,1,0,0,0,7,7,0,0,0,0,0,0,1,0,1
AB,2,1390,2008,4,0,0,0,7,4,0,0,0,0,0,0,0,0,0
AB,2,1390,2009,0,0,0,0,6,7,0,1,0,0,0,0,0,0,0
AB,2,1390,2010,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0
AB,2,1390,2011,1,4,0,0,6,6,0,0,0,0,0,0,0,0,0
AB,2,1390,2012,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0
AB,2,1390,2013,1,0,0,0,4,3,0,0,0,0,0,0,0,0,0
AB,2,1390,2014,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
AB,2,1390,2015,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
AB,2,1390,2016,1,2,0,0,5,3,0,0,0,0,0,0,0,0,0
AB,2,1390,2017,1,1,0,0,3,7,0,0,0,0,0,0,0,0,0
AB,2,1390,2018,1,0,0,0,4,5,0,0,0,0,0,0,0,0,0
AB,2,1390,2019,1,0,0,0,7,1,0,0,0,0,0,0,0,0,0
AB,2,1390,2020,0,1,0,0,1,5,0,0,0,0,0,0,0,0,0
AB,2,1390,2021,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0
AB,2,1390,2022,2,2,0,0,3,7,0,0,0,0,0,0,0,0,0
AB,2,1390,2023,3,2,0,0,3,1,0,0,0,0,0,0,0,0,0
AB,2,1390,2024,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0
AB,2,1400,1976,12,2,0,0,24,44,0,0,0,0,0,0,0,0,12
AB,2,1400,1977,6,7,0,0,19,31,0,0,0,0,0,1,1,0,10
AB,2,1400,1978,2,1,0,0,11,15,0,0,0,0,0,4,1,0,6
AB,2,1400,1979,7,4,0,0,23,21,0,0,0,0,0,2,3,0,7
AB,2,1400,1980,5,0,0,0,33,15,0,0,0,0,0,0,3,0,12
AB,2,1400,1981,4,0,0,0,10,16,0,0,0,0,0,4,0,0,2
AB,2,1400,1982,0,0,0,0,2,4,0,0,0,0,0,0,0,0,1
AB,2,1400,1983,8,0,0,0,10,15,0,0,0,0,0,0,0,0,0
AB,2,1400,1984,2,0,0,0,4,6,0,0,0,0,0,1,1,0,0
AB,2,1400,1985,2,1,0,0,13,17,0,0,0,0,0,0,1,0,0
AB,2,1400,1986,4,1,0,0,13,14,0,0,0,0,0,0,0,0,0
AB,2,1400,1987,2,1,0,0,6,13,0,0,0,0,0,1,0,0,0
AB,2,1400,1988,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
AB,2,1400,1989,1,1,0,0,16,17,0,0,0,0,0,0,0,0,0
AB,2,1400,1990,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0
AB,2,1400,1991,1,0,0,0,2,5,0,0,0,0,0,0,0,0,0
AB,2,1400,1992,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0
AB,2,1400,1993,0,1,0,0,4,3,0,0,0,0,0,0,0,0,0
AB,2,1400,1994,2,0,0,0,3,3,0,0,0,0,0,0,0,0,0
AB,2,1400,1995,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0
AB,2,1400,1996,2,1,0,0,15,15,0,0,0,0,0,0,2,0,0
AB,2,1400,1997,2,2,0,0,29,19,0,0,0,0,0,1,0,0,0
AB,2,1400,1998,2,2,0,0,4,4,0,0,0,0,0,0,0,0,0
AB,2,1400,1999,1,0,0,0,9,10,0,0,0,0,0,0,0,0,0
AB,2,1400,2000,3,4,0,0,3,9,0,0,0,0,0,0,0,0,0
AB,2,1400,2001,2,0,0,0,2,4,0,0,0,0,0,0,0,0,0
AB,2,1400,2002,4,2,0,0,8,5,0,0,0,0,0,0,1,0,0
AB,2,1400,2003,1,1,0,0,12,16,0,0,0,0,0,0,0,0,0
AB,2,1400,2004,6,6,0,0,16,9,0,0,0,0,0,0,1,0,0
AB,2,1400,2005,4,2,0,0,12,19,0,0,0,0,0,0,0,0,0
AB,2,1400,2006,0,2,0,0,12,22,0,0,0,0,0,0,0,0,0
AB,2,1400,2007,3,3,0,0,19,21,0,0,0,0,0,0,0,0,0
AB,2,1400,2008,4,3,0,0,13,21,0,0,0,0,0,0,0,0,0
AB,2,1400,2009,1,0,0,0,5,3,0,0,0,0,0,0,0,0,0
AB,2,1400,2010,3,1,0,0,2,3,0,0,0,0,0,0,0,0,0
AB,2,1400,2011,1,1,0,0,0,8,0,0,0,0,0,0,0,0,0
AB,2,1400,2012,0,1,0,0,5,5,0,0,0,0,0,2,1,0,0
AB,2,1400,2013,1,1,0,0,11,8,0,0,0,0,0,0,0,0,0
AB,2,1400,2014,3,1,0,0,1,3,0,0,0,0,0,0,0,0,0
AB,2,1400,2015,0,0,0,0,8,17,0,0,0,0,0,0,1,0,0
AB,2,1400,2016,2,3,0,0,12,9,0,0,0,0,0,0,0,0,1
AB,2,1400,2017,2,0,0,0,9,8,0,0,0,0,0,0,0,0,3
AB,2,1400,2018,3,0,0,0,9,9,0,0,0,0,0,0,0,0,0
AB,2,1400,2019,1,1,0,0,1,3,0,0,0,0,0,0,0,0,0
AB,2,1400,2020,1,1,0,0,6,8,0,0,0,0,0,0,0,0,0
AB,2,1400,2021,0,1,0,0,4,5,0,0,0,0,0,0,0,0,0
AB,2,1400,2022,7,0,0,0,7,13,0,0,0,0,0,0,0,0,0
AB,2,1400,2023,1,3,0,0,10,16,0,0,0,0,0,0,0,0,0
AB,2,1420,1976,4,2,0,0,15,20,0,0,0,0,0,1,2,0,4
AB,2,1420,1977,4,0,0,0,20,19,0,0,0,0,0,0,1,0,12
AB,2,1420,1978,4,5,0,0,14,7,0,0,0,0,0,0,0,0,9
AB,2,1420,1979,3,1,0,0,23,19,0,0,0,0,0,0,1,0,4
AB,2,1420,1980,8,1,0,0,12,33,0,0,0,0,0,2,0,0,10
AB,2,1420,1981,4,5,0,0,11,12,0,0,0,0,0,0,0,0,1
AB,2,1420,1982,1,0,0,0,3,4,0,0,0,0,0,0,0,0,2
AB,2,1420,1983,5,7,0,0,14,18,0,1,0,0,0,1,0,0,0
AB,2,1420,1984,3,2,0,0,5,8,0,0,0,0,0,0,0,0,0
AB,2,1420,1985,0,1,0,0,17,9,0,0,0,0,0,0,1,0,0
AB,2,1420,1986,10,4,0,0,22,24,0,0,0,0,0,0,0,0,0
AB,2,1420,1987,3,4,0,0,12,9,0,0,0,0,0,0,0,0,0
AB,2,1420,1988,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0
AB,2,1420,1989,1,6,0,0,18,13,0,0,0,0,0,0,0,0,0
AB,2,1420,1990,2,0,0,0,5,5,0,0,0,0,0,0,0,0,0
AB,2,1420,1991,1,0,0,0,2,7,0,0,0,0,0,0,0,0,0
AB,2,1420,1992,1,0,0,0,4,5,0,0,0,0,0,0,0,0,0
AB,2,1420,1993,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0
AB,2,1420,1994,0,1,0,0,9,8,0,0,0,0,0,0,0,0,0
AB,2,1420,1995,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
AB,2,1420,1996,1,3,0,0,8,14,0,0,0,0,0,0,0,0,0
AB,2,1420,1997,7,5,0,1,25,26,0,0,0,0,0,0,0,0,1
AB,2,1420,1998,5,5,0,0,7,5,0,0,0,0,0,0,0,0,0
AB,2,1420,1999,0,7,0,0,4,10,0,0,0,0,0,0,0,0,1
AB,2,1420,2000,5,1,0,0,7,6,0,0,0,0,0,0,0,0,0
AB,2,1420,2001,3,2,0,0,5,4,0,0,0,0,0,0,0,0,0
AB,2,1420,2002,1,1,0,0,6,10,0,0,0,0,0,0,0,0,0
AB,2,1420,2003,5,2,0,0,12,9,0,0,0,0,0,0,0,0,0
AB,2,1420,2004,1,3,0,0,8,8,0,0,0,0,0,0,0,0,0
AB,2,1420,2005,1,2,0,0,13,18,0,0,0,0,0,0,0,0,0
AB,2,1420,2006,0,2,0,0,5,11,0,0,0,0,0,0,0,0,0
AB,2,1420,2007,4,5,0,0,17,18,0,0,0,0,0,0,0,0,0
AB,2,1420,2008,7,5,0,0,4,4,0,0,0,0,0,0,0,0,0
AB,2,1420,2009,0,1,0,0,2,3,0,0,0,0,0,0,0,0,0
AB,2,1420,2010,3,4,0,0,2,5,0,0,0,0,0,0,0,0,0
AB,2,1420,2011,2,1,0,0,4,4,0,0,0,0,0,0,0,0,0
AB,2,1420,2012,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0
AB,2,1420,2013,0,0,0,0,4,3,0,1,0,0,0,0,0,0,0
AB,2,1420,2014,2,1,0,0,5,4,0,0,0,0,0,0,0,0,0
AB,2,1420,2015,5,1,0,0,3,3,0,0,0,0,0,0,0,0,0
AB,2,1420,2016,1,2,0,0,3,10,0,0,0,0,0,0,0,0,0
AB,2,1420,2017,3,2,0,0,5,4,0,0,0,0,0,1,0,0,0
AB,2,1420,2018,0,1,0,0,4,6,0,0,0,0,0,0,0,0,0
AB,2,1420,2019,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0
AB,2,1420,2020,0,1,0,0,5,4,0,0,0,0,0,0,0,0,0
AB,2,1420,2021,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0
AB,2,1420,2022,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0
AB,2,1420,2023,3,0,0,0,6,4,0,0,0,0,0,0,0,0,0
AB,2,1420,2024,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0
AB,2,1430,1976,8,12,0,0,44,37,0,0,0,0,0,2,1,0,13
AB,2,1430,1977,11,21,0,0,39,63,0,0,0,0,0,2,4,0,30
AB,2,1430,1978,8,3,0,0,19,21,0,0,0,0,0,0,0,0,4
AB,2,1430,1979,11,5,0,0,41,39,0,2,0,0,0,1,4,0,17
AB,2,1430,1980,8,7,0,0,22,29,0,0,0,0,0,0,0,0,6
AB,2,1430,1981,12,11,0,0,18,17,0,0,0,0,0,3,0,0,13
AB,2,1430,1982,0,1,0,0,6,9,0,0,0,0,0,0,0,0,4
AB,2,1430,1983,5,2,0,0,29,16,0,0,0,0,0,0,0,0,0
AB,2,1430,1984,6,0,0,0,20,17,0,0,0,0,0,1,0,0,1
AB,2,1430,1985,3,4,0,0,30,21,0,0,0,0,0,0,0,0,0
AB,2,1430,1986,4,1,0,0,13,11,0,0,0,0,0,0,0,0,0
AB,2,1430,1987,3,6,0,0,22,30,0,1,0,0,0,2,1,0,0
AB,2,1430,1988,3,4,0,0,11,12,0,0,0,0,0,0,0,0,0
AB,2,1430,1989,3,5,0,0,7,20,0,0,0,0,0,0,0,0,0
AB,2,1430,1990,3,3,0,0,14,18,0,0,0,0,0,0,1,0,0
AB,2,1430,1991,0,1,0,0,6,7,0,0,0,0,0,0,1,0,1
AB,2,1430,1992,2,1,0,0,14,7,0,0,0,0,0,0,0,0,1
AB,2,1430,1993,1,1,0,0,4,6,0,0,0,0,0,0,0,0,0
AB,2,1430,1994,0,1,0,0,13,14,0,0,0,0,0,0,0,0,0
AB,2,1430,1995,0,1,0,0,8,6,0,0,0,0,0,0,0,0,0
AB,2,1430,1996,7,6,0,0,18,25,0,0,0,0,0,0,0,0,0
AB,2,1430,1997,10,10,0,0,25,27,0,0,0,0,0,0,0,0,0
AB,2,1430,1998,10,9,0,0,16,25,0,0,0,0,0,0,0,0,0
AB,2,1430,1999,6,5,0,0,18,15,0,1,0,0,0,0,0,0,0
AB,2,1430,2000,13,24,0,0,17,13,0,0,0,0,0,0,0,0,0
AB,2,1430,2001,7,5,0,0,8,18,0,0,0,0,0,0,0,0,0
AB,2,1430,2002,9,7,0,0,9,7,0,0,0,0,0,0,0,0,0
AB,2,1430,2003,4,6,0,0,18,17,0,0,0,0,0,0,0,0,0
AB,2,1430,2004,3,6,0,0,12,15,0,0,0,0,0,0,1,0,0
AB,2,1430,2005,1,1,0,0,11,17,0,0,0,0,0,0,0,0,0
AB,2,1430,2006,1,4,0,0,14,16,0,1,0,0,0,0,0,0,0
AB,2,1430,2007,2,7,0,0,17,23,0,0,0,0,0,0,0,0,0
AB,2,1430,2008,5,4,0,0,15,20,0,0,0,0,0,0,0,0,0
AB,2,1430,2009,1,5,0,0,9,5,0,0,0,0,0,0,0,0,0
AB,2,1430,2010,5,1,0,0,4,4,0,0,0,0,0,0,0,0,0
AB,2,1430,2011,2,7,0,0,17,15,0,0,0,0,0,0,0,0,0
AB,2,1430,2012,1,11,0,0,4,10,0,0,0,0,0,0,0,0,0
AB,2,1430,2013,5,1,0,0,9,18,0,0,0,0,0,0,0,0,0
AB,2,1430,2014,1,3,0,0,9,13,0,0,0,0,0,0,0,0,0
AB,2,1430,2015,2,2,0,0,9,6,0,0,0,0,0,0,0,0,0
AB,2,1430,2016,1,3,0,0,2,9,0,1,0,0,0,0,0,0,0
AB,2,1430,2017,3,4,0,0,14,15,0,0,0,1,0,0,1,0,0
AB,2,1430,2018,1,1,0,0,6,6,0,0,0,0,0,0,1,0,1
AB,2,1430,2019,2,4,0,0,11,10,0,0,0,0,0,0,0,0,0
AB,2,1430,2020,2,2,0,0,13,11,0,0,0,0,0,0,0,0,0
AB,2,1430,2021,4,4,0,0,7,18,0,0,0,0,0,0,0,0,0
AB,2,1430,2022,11,9,0,0,11,15,0,0,0,0,0,0,0,0,0
AB,2,1430,2023,9,14,0,0,5,13,0,0,0,0,0,1,0,0,1
AB,2,1430,2024,1,1,0,0,4,6,0,0,0,0,0,0,0,0,0
AB,2,1440,1996,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
