PRHUNT,ZOHUNT,AOU,YEAR,A-F,A-M,A-NA,A-U,I-F,I-M,I-NA,I-U,NA-M,NA-NA,NA-U,U-F,U-M,U-NA,U-U
,NA,1290,1991,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
,NA,1290,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,NA,1290,1998,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,NA,1290,1999,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
,NA,1290,2000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,NA,1290,2001,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,NA,1290,2003,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,NA,1290,2004,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
,NA,1300,1991,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,NA,1300,1998,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
,NA,1300,1999,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
,NA,1300,2001,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,NA,1310,1998,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
,NA,1310,1999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,NA,1310,2003,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,NA,1310,2004,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
,NA,1310,2006,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,NA,1320,1991,5,14,0,0,14,5,0,0,0,0,0,0,0,0,1
,NA,1320,1992,4,4,0,0,9,9,0,0,0,0,0,0,0,0,1
,NA,1320,1993,1,0,0,0,1,2,0,0,0,0,0,0,0,0,4
,NA,1320,1994,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0
,NA,1320,1995,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0
,NA,1320,1996,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0
,NA,1320,1997,0,4,0,0,5,3,0,2,0,0,0,0,0,0,1
,NA,1320,1998,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
,NA,1320,1999,0,1,0,0,2,5,0,0,0,0,0,0,0,0,0
,NA,1320,2000,1,1,0,0,6,14,0,0,0,0,0,0,0,0,1
,NA,1320,2001,0,2,0,1,6,13,0,0,0,0,0,0,0,0,0
,NA,1320,2002,1,5,0,0,7,3,0,0,0,0,0,0,0,0,0
,NA,1320,2003,2,2,0,0,4,15,0,0,0,0,0,0,0,0,0
,NA,1320,2004,1,1,0,0,3,8,0,0,0,0,0,0,0,0,0
,NA,1320,2005,1,5,0,0,8,5,0,0,0,0,0,0,0,0,0
,NA,1320,2006,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
,NA,1321,1991,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0
,NA,1321,1992,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,NA,1321,1993,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
,NA,1321,2004,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,NA,1321,2006,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
,NA,1330,1991,2,1,0,1,5,14,0,0,0,0,0,0,0,0,1
,NA,1330,1992,0,2,0,0,1,3,0,0,0,0,0,0,0,0,0
,NA,1330,1993,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,NA,1330,1994,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
,NA,1330,1996,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
,NA,1330,1997,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0
,NA,1330,1998,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
,NA,1330,1999,1,1,0,0,1,3,0,0,0,0,0,0,0,0,0
,NA,1330,2000,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0
,NA,1330,2001,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0
,NA,1330,2002,1,0,0,1,1,10,0,0,0,0,0,0,0,0,0
,NA,1330,2003,0,0,0,0,4,4,0,1,0,0,0,0,0,0,0
,NA,1330,2004,1,1,0,0,3,2,0,0,0,0,0,0,0,0,0
,NA,1330,2005,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
,NA,1330,2006,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
,NA,1350,1991,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
,NA,1350,1994,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,NA,1350,1995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
,NA,1350,1997,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
,NA,1370,1991,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0
,NA,1370,1992,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0
,NA,1370,1995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
,NA,1370,1996,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
,NA,1370,1999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,NA,1370,2000,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0
,NA,1370,2001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,NA,1370,2002,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,NA,1370,2003,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,NA,1370,2004,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
,NA,1370,2005,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
,NA,1370,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,NA,1390,1991,2,3,0,0,7,3,0,0,0,0,0,0,0,0,2
,NA,1390,1992,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
,NA,1390,1993,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0
,NA,1390,1996,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0
,NA,1390,1997,1,0,0,0,3,5,0,0,0,0,0,0,0,0,0
,NA,1390,1998,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
,NA,1390,1999,0,0,0,0,3,4,0,0,0,0,0,0,2,0,2
,NA,1390,2000,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0
,NA,1390,2001,0,1,0,0,9,2,0,0,0,0,0,0,0,0,0
,NA,1390,2002,0,0,0,0,1,5,0,1,0,0,0,0,0,0,0
,NA,1390,2003,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0
,NA,1390,2004,1,2,0,0,5,2,0,0,0,0,0,0,0,0,1
,NA,1390,2006,0,2,0,0,7,7,0,0,0,0,0,0,0,0,0
,NA,1400,1992,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
,NA,1400,1993,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
,NA,1400,1995,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
,NA,1400,1998,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
,NA,1400,2001,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
,NA,1400,2002,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
,NA,1400,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,NA,1420,1991,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
,NA,1420,1997,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
,NA,1420,1999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,NA,1420,2001,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
,NA,1420,2002,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,NA,1420,2004,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
,NA,1420,2005,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
,NA,1430,1991,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0
,NA,1430,1992,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
,NA,1430,1994,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
,NA,1430,1996,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
,NA,1430,1999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
,NA,1430,2000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,NA,1430,2001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
,NA,1430,2002,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
,NA,1430,2003,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
,NA,1430,2004,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,NA,1430,2005,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
,NA,1440,1991,1,3,0,0,1,2,0,0,0,0,0,1,0,0,0
,NA,1440,1993,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,NA,1440,1995,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,NA,1440,1996,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,NA,1440,1997,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0
,NA,1440,1998,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0
,NA,1440,1999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,NA,1440,2000,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0
,NA,1440,2001,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
,NA,1440,2002,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,NA,1440,2003,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
,NA,1440,2005,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,NA,1440,2006,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,NA,1460,2001,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0
,NA,1460,2003,0,1,0,0,2,3,0,0,0,0,0,0,0,0,0
,NA,1470,1997,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,NA,1480,1991,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,NA,1480,1992,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
,NA,1480,1998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,NA,1480,2000,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0
,NA,1480,2002,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
,NA,1480,2003,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0
,NA,1490,1991,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
,NA,1490,1992,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,NA,1490,1997,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,NA,1490,1998,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
,NA,1490,2001,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,NA,1490,2002,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
,NA,1490,2003,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
,NA,1490,2004,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
,NA,1490,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,NA,1500,1991,1,2,0,0,2,2,0,1,0,0,0,0,0,0,0
,NA,1500,1992,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0
,NA,1500,1994,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
,NA,1500,1996,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
,NA,1500,1998,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
,NA,1500,1999,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
,NA,1500,2000,1,0,0,0,4,3,0,0,0,0,0,0,0,0,0
,NA,1500,2001,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0
,NA,1500,2002,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
,NA,1500,2003,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0
,NA,1500,2004,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
,NA,1500,2006,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
,NA,1510,1992,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
,NA,1510,1997,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,NA,1510,1998,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,NA,1510,2000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,NA,1510,2001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
,NA,1510,2002,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,NA,1510,2003,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
,NA,1510,2004,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0
,NA,1510,2006,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0
,NA,1520,2004,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,NA,1520,2006,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,NA,1530,1991,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
,NA,1530,1992,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,NA,1530,1996,0,2,0,0,3,2,0,0,0,0,0,0,0,0,0
,NA,1530,2001,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
,NA,1530,2003,1,3,0,0,3,0,0,0,0,0,0,0,0,0,0
,NA,1530,2004,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0
,NA,1540,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,NA,1540,1996,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
,NA,1540,1998,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
,NA,1590,1991,1,1,0,0,2,3,0,0,0,0,0,0,0,0,0
,NA,1590,1992,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
,NA,1590,1993,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,NA,1590,1996,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,NA,1590,1997,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
,NA,1590,2000,1,0,0,0,1,5,0,0,0,0,0,0,0,0,0
,NA,1590,2001,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,NA,1590,2003,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
,NA,1590,2005,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0
,NA,1620,1994,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,NA,1630,1991,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,NA,1630,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,NA,1630,1999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,NA,1630,2000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,NA,1630,2003,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,NA,1630,2004,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0
,NA,1650,1997,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,NA,1650,2004,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,NA,1660,1991,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,NA,1660,1995,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,NA,1660,2000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
,NA,1660,2004,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
,NA,1692,1991,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0
,NA,1692,1992,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,NA,1692,1997,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0
,NA,1692,1999,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
,NA,1692,2000,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0
,NA,1692,2001,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0
,NA,1692,2002,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0
,NA,1692,2003,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0
,NA,1692,2004,0,0,0,6,0,0,0,5,0,0,0,0,0,0,0
,NA,1692,2005,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0
,NA,1692,2006,0,0,0,2,0,0,0,10,0,0,0,0,0,0,0
,NA,1693,1991,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0
,NA,1693,1994,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,NA,1693,1997,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
,NA,1700,1991,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,NA,1710,1991,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0
,NA,1710,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,NA,1710,1998,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,NA,1710,2004,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,NA,1721,1991,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0
,NA,1721,1992,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,NA,1721,1995,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,NA,1721,1996,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,NA,1721,1999,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,NA,1721,2000,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
,NA,1721,2001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,NA,1721,2002,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,NA,1721,2003,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,NA,1721,2004,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,NA,1721,2005,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,NA,1721,2006,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
,NA,1722,1991,0,0,0,18,0,0,0,8,0,0,0,0,0,0,1
,NA,1722,1992,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0
,NA,1722,1993,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0
,NA,1722,1994,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
,NA,1722,1995,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1
,NA,1722,1996,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1
,NA,1722,1997,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
,NA,1722,1998,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0
,NA,1722,1999,0,0,0,5,0,0,0,1,0,0,0,0,0,0,1
,NA,1722,2000,0,0,0,19,0,0,0,2,0,0,0,0,0,0,0
,NA,1722,2001,0,0,0,21,0,0,0,4,0,0,0,0,0,0,0
,NA,1722,2002,0,0,0,21,0,0,0,11,0,0,0,0,0,0,2
,NA,1722,2003,0,0,0,25,0,0,0,9,0,0,0,0,0,0,0
,NA,1722,2004,0,0,0,29,0,0,0,5,0,0,0,0,0,0,0
,NA,1722,2005,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0
,NA,1722,2006,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,NA,2280,1991,5,3,0,0,16,6,0,0,0,0,0,0,0,0,0
,NA,2280,1993,3,4,0,0,10,10,0,0,0,0,0,0,0,0,0
,NA,2280,1994,4,0,0,0,5,3,0,0,0,0,0,0,2,0,0
,NA,2280,1998,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0
,NA,2280,2000,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0
,NA,2280,2003,1,1,0,0,0,6,0,0,0,0,0,0,0,0,0
,NA,2280,2004,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
,NA,2280,2006,3,5,0,0,2,6,0,1,0,0,0,0,0,0,0
AB,1,1290,1984,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
AB,1,1290,1985,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
AB,1,1290,1986,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0
AB,1,1290,1988,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
AB,1,1290,1989,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AB,1,1290,1996,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AB,1,1290,2003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AB,1,1290,2006,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AB,1,1290,2019,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
AB,1,1300,1993,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
AB,1,1310,1983,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
AB,1,1310,1986,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
AB,1,1310,1993,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AB,1,1310,1998,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
AB,1,1310,1999,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
AB,1,1310,2000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AB,1,1310,2004,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
AB,1,1310,2008,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AB,1,1310,2010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AB,1,1310,2011,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AB,1,1310,2016,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
AB,1,1310,2017,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
AB,1,1310,2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AB,1,1310,2022,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
AB,1,1310,2024,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
AB,1,1320,1976,46,165,0,0,161,254,0,6,0,0,0,0,1,0,83
AB,1,1320,1977,39,106,0,2,79,102,0,2,0,0,0,1,1,0,118
AB,1,1320,1978,21,70,0,1,33,64,0,2,0,0,0,0,1,0,28
AB,1,1320,1979,38,113,0,1,103,106,0,1,0,0,0,0,2,0,57
AB,1,1320,1980,47,146,0,4,82,115,0,0,0,0,0,0,2,0,65
AB,1,1320,1981,49,151,0,0,82,104,0,1,0,0,0,1,0,0,100
AB,1,1320,1982,23,75,0,0,19,42,0,0,0,0,0,0,2,0,46
AB,1,1320,1983,20,53,0,0,49,68,0,2,0,0,0,2,0,0,2
AB,1,1320,1984,46,142,0,7,77,133,0,8,0,0,0,0,1,0,11
AB,1,1320,1985,33,105,0,0,71,109,0,2,0,0,0,0,0,0,2
AB,1,1320,1986,28,98,0,0,82,131,0,4,0,0,0,0,1,0,2
AB,1,1320,1987,44,150,0,6,83,143,0,4,0,0,0,0,2,0,6
AB,1,1320,1988,77,204,0,1,44,95,0,0,0,0,0,1,1,0,1
AB,1,1320,1989,29,170,0,0,68,111,0,2,0,0,0,0,1,0,0
AB,1,1320,1990,33,147,0,0,107,126,0,1,0,0,0,0,3,0,0
AB,1,1320,1991,13,124,0,0,52,92,0,1,0,0,0,1,0,0,1
AB,1,1320,1992,58,205,0,0,80,127,0,3,0,0,0,0,0,0,1
AB,1,1320,1993,43,141,0,0,68,97,0,0,0,0,0,0,0,0,0
AB,1,1320,1994,46,142,0,0,80,147,0,3,0,0,0,1,2,0,0
AB,1,1320,1995,31,85,0,0,52,79,0,1,0,0,0,0,0,0,0
AB,1,1320,1996,35,127,0,0,103,139,0,2,0,0,0,0,0,0,6
AB,1,1320,1997,27,137,0,0,133,212,0,6,0,0,0,3,0,0,0
AB,1,1320,1998,34,124,0,0,86,148,0,5,0,0,0,1,0,0,2
AB,1,1320,1999,46,134,0,0,68,102,0,1,0,0,0,1,4,0,1
AB,1,1320,2000,33,133,0,0,45,83,0,2,0,0,0,0,0,0,0
AB,1,1320,2001,24,123,0,0,65,141,0,4,0,0,0,0,1,0,1
AB,1,1320,2002,18,88,0,0,43,61,0,0,0,0,0,0,0,0,0
AB,1,1320,2003,22,97,0,0,53,108,0,2,0,0,0,0,1,0,1
AB,1,1320,2004,30,115,0,1,56,67,0,0,0,0,0,0,0,0,0
AB,1,1320,2005,12,78,0,0,57,98,0,6,0,0,0,1,4,0,8
AB,1,1320,2006,12,78,0,0,58,84,0,1,0,0,0,0,0,0,0
AB,1,1320,2007,30,90,0,1,82,107,0,1,0,0,0,0,0,0,1
AB,1,1320,2008,21,100,0,0,70,86,0,3,0,0,0,0,0,0,3
AB,1,1320,2009,28,78,0,3,40,78,0,4,0,0,0,0,0,0,1
AB,1,1320,2010,21,62,0,0,62,78,0,2,0,0,0,0,0,0,0
AB,1,1320,2011,15,66,0,0,67,123,0,3,0,0,0,0,0,0,0
AB,1,1320,2012,17,43,0,0,46,56,0,3,0,0,0,0,0,0,0
AB,1,1320,2013,8,54,0,0,57,54,0,0,0,0,0,0,0,0,8
AB,1,1320,2014,14,52,0,0,58,61,0,0,0,0,0,0,0,0,0
AB,1,1320,2015,18,49,0,0,48,78,0,0,0,0,0,0,0,0,2
AB,1,1320,2016,9,42,0,0,34,61,0,0,0,0,0,0,0,0,2
AB,1,1320,2017,7,36,0,0,22,33,0,0,0,0,0,0,0,0,0
AB,1,1320,2018,11,36,0,1,39,41,0,0,0,0,0,1,1,0,2
AB,1,1320,2019,11,46,0,0,42,59,0,0,0,0,0,0,0,0,0
AB,1,1320,2020,10,21,0,0,29,64,0,0,0,0,0,0,0,0,0
AB,1,1320,2021,9,18,0,0,48,52,0,1,0,0,0,0,0,0,0
AB,1,1320,2022,6,20,0,0,19,56,0,0,0,0,0,0,0,0,1
AB,1,1320,2023,2,18,0,0,23,25,0,0,0,0,0,0,0,0,0
AB,1,1320,2024,7,27,0,0,24,34,0,2,0,0,0,0,0,0,0
AB,1,1321,1979,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AB,1,1321,1987,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
AB,1,1321,1989,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AB,1,1321,1990,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AB,1,1321,1993,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
AB,1,1321,1996,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AB,1,1321,1998,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AB,1,1330,1988,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AB,1,1330,1991,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
AB,1,1330,1992,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AB,1,1330,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AB,1,1350,1976,7,8,0,0,33,32,0,0,0,0,0,0,0,0,13
AB,1,1350,1977,4,5,0,0,14,11,0,0,0,0,0,0,0,0,9
AB,1,1350,1978,2,1,0,0,9,8,0,0,0,0,0,0,0,0,4
AB,1,1350,1979,0,2,0,0,26,18,0,0,0,0,0,0,0,0,8
AB,1,1350,1980,5,5,0,0,24,25,0,0,0,0,0,1,0,0,8
AB,1,1350,1981,0,0,0,0,0,29,0,0,0,0,0,0,0,0,3
AB,1,1350,1982,3,3,0,0,7,9,0,0,0,0,0,0,0,0,2
AB,1,1350,1983,3,4,0,0,13,17,0,1,0,0,0,0,0,0,1
AB,1,1350,1984,4,1,0,0,14,24,0,1,0,0,0,0,0,0,0
AB,1,1350,1985,3,4,0,0,23,17,0,0,0,0,0,0,0,0,0
AB,1,1350,1986,3,6,0,0,22,18,0,0,0,0,0,0,0,0,0
AB,1,1350,1987,4,1,0,0,13,10,0,0,0,0,0,0,0,0,1
AB,1,1350,1988,3,2,0,0,9,9,0,0,0,0,0,0,0,0,0
